smiles,cluster,silhouette
C1NCC12CNO2,5.0,0.0006975247426498484
C1NCC12CNC2,8.0,0.29361853876383004
C1NCC12COC2,5.0,-0.22310160360579076
C1CC2(CNC2)N1,8.0,0.270919781368987
C1CNC2(C1)CNC2,4.0,-0.20567832926426366
C1CSC2(CNC2)N1,2.0,0.6479830535933776
C1CC2(CCN2)CN1,2.0,0.1777578837283174
C1CNC2(C1)CCNC2,2.0,0.5392514903015014
C1CCC2(CCNC2)NC1,6.0,0.3184501606587085
C1CC2(CCN1)NCCO2,1.0,-0.0004273946186916736
C1CNCC2(C1)CNC2,2.0,0.5860943540454644
C1CC2(CCN1)CCN2,2.0,0.5924783921618247
C1COCC2(CNC2)N1,1.0,0.15773007577285472
C1COC2(CN1)CNC2,1.0,0.20594921576059003
C1CNC2(CNC2)OC1,1.0,0.4249379508460039
C1CNCC2(C1)CCCN2,6.0,0.333375886408067
C1COC2(CCNC2)CN1,1.0,0.3629437829506908
C1CCC2(CCNCC2)NC1,6.0,0.47538358531672475
C1CCC2(CNC1)CNC2,6.0,0.3233424258503855
C1CNC2(CC2)CN1,2.0,0.35599886003752124
C1CCC2(C1)CNCCN2,6.0,0.31665213295926364
C1CC2CNC1CN2,7.0,0.33116350179539256
C1CC2CNCC1N2,7.0,-0.2427912410783962
C1NC[C@@H]2C[C@H]1CN2,7.0,-0.08164178187675476
C1C[C@H]2C[C@H](CN2)N1,7.0,0.06450936805311665
C1CC2CNC1[C@H]1CNC[C@@H]21,6.0,0.14504086626887316
C1CC2NCC1C1CNCC21,6.0,0.26625620671419503
C1NC[C@H]2N[C@@H]12,8.0,0.26370882534387785
C1CN[C@@H]2C[C@@H]2N1,4.0,0.21804062634506358
C1NCC2CNCC12,3.0,0.73088564837196
C[C@]12CNC[C@@]1(C)CNC2,7.0,0.257979232701196
C1CO[C@H]2CNC[C@H]2N1,1.0,0.4195430413251293
C1C[C@@H]2CN[C@@H]2CN1,3.0,0.8453893200043464
C1C[C@@H]2NC[C@@H]2CN1,3.0,0.8679426998437773
C1C[C@@H]2CNC[C@@H]2CN1,2.0,0.4742485614724566
C1CN[C@@H]2CCCN[C@@H]2C1,6.0,0.43406023099446145
FC1(F)CNCCNC1,2.0,0.5374551753003762
FC(F)(F)C1CCNCCN1,6.0,0.3403091506053728
c1n[nH]c2c1CNC2,1.0,0.43545815746722066
c1noc2c1CNC2,1.0,0.36827601287661355
c1[nH]nc2c1CNC2,1.0,0.45246687822643644
C1CNCCN1,4.0,0.20550639767155898
C1CNOCN1,8.0,0.34008838093838617
C1CCNCC1,4.0,0.1375448276604074
C1CCNNC1,4.0,0.3172523095161481
C1CCOCC1,0.0,0.4712825700393335
C1CNCNC1,4.0,0.210346560661632
C1CNCOC1,8.0,0.119641492134711
C1CCOC1,0.0,0.41325510579770547
C1CCNC1,0.0,-0.13641408226258275
c1cnoc1,0.0,0.3873015552558472
c1ccoc1,0.0,0.5070644348011526
c1cc[nH]c1,0.0,0.5171826183097509
c1ccncc1,0.0,0.47125624392983145
C1CC2(C1)COC2,0.0,0.496293374948713
C1CC2(C1)CCO2,0.0,0.5559317837241763
C1CC2(C1)CCN2,0.0,0.04193268330132433
C1CC2(C1)CNN2,4.0,0.12135765533326576
C1OCC12CO2,5.0,0.2720140354883632
C1NC12COC2,5.0,0.34581179759179825
C1CC12COC2,0.0,0.34606505316996466
C1NCC12CO2,5.0,0.2868239513089303
C1NCC12CN2,5.0,-0.24849619710251805
C1CC12CNC2,0.0,0.2504331752055116
C1CC2(C1)CO2,0.0,0.308998158713591
C1CC2(C1)CN2,0.0,0.21142727492790592
C1CC2(C1)CC2,0.0,0.3850053438279664
