smiles,cluster,silhouette
C1NCC12CNO2,10.0,0.3162288530742495
C1NCC12CNC2,8.0,0.4144667629834273
C1NCC12COC2,10.0,-0.0003685515866615764
C1CC2(CNC2)N1,8.0,0.3276265677113562
C1CNC2(C1)CNC2,4.0,-0.22768667721382146
C1CSC2(CNC2)N1,2.0,0.6479830535933776
C1CC2(CCN2)CN1,2.0,0.15578743967789152
C1CNC2(C1)CCNC2,2.0,0.5278302365739128
C1CCC2(CCNC2)NC1,6.0,-0.02336022599333246
C1CC2(CCN1)NCCO2,1.0,-0.0004273946186916736
C1CNCC2(C1)CNC2,2.0,0.5832788044850321
C1CC2(CCN1)CCN2,2.0,0.5782123590639837
C1COCC2(CNC2)N1,1.0,0.2085375270869314
C1COC2(CN1)CNC2,1.0,0.2597696631374592
C1CNC2(CNC2)OC1,1.0,0.43469945828796713
C1CNCC2(C1)CCCN2,9.0,0.5103217214557797
C1COC2(CCNC2)CN1,1.0,0.3629437829506908
C1CCC2(CCNCC2)NC1,6.0,-0.00815541382046307
C1CCC2(CNC1)CNC2,9.0,0.5140857468971529
C1CNC2(CC2)CN1,2.0,0.34505353982310477
C1CCC2(C1)CNCCN2,6.0,-0.33380524216899954
C1CC2CNC1CN2,7.0,0.33116350179539256
C1CC2CNCC1N2,7.0,-0.2427912410783962
C1NC[C@@H]2C[C@H]1CN2,7.0,-0.08164178187675476
C1C[C@H]2C[C@H](CN2)N1,7.0,0.06450936805311665
C1CC2CNC1[C@H]1CNC[C@@H]21,6.0,0.27931665498696445
C1CC2NCC1C1CNCC21,6.0,0.3774325617205883
C1NC[C@H]2N[C@@H]12,10.0,-0.14900071110581484
C1CN[C@@H]2C[C@@H]2N1,4.0,-0.09091883711900314
C1NCC2CNCC12,3.0,0.732666215942142
C[C@]12CNC[C@@]1(C)CNC2,7.0,0.257979232701196
C1CO[C@H]2CNC[C@H]2N1,1.0,0.39328907007904146
C1C[C@@H]2CN[C@@H]2CN1,3.0,0.8500125618796733
C1C[C@@H]2NC[C@@H]2CN1,3.0,0.8716496970754549
C1C[C@@H]2CNC[C@@H]2CN1,2.0,0.36203264855175754
C1CN[C@@H]2CCCN[C@@H]2C1,6.0,-0.40975526409848206
FC1(F)CNCCNC1,2.0,0.5374551753003762
FC(F)(F)C1CCNCCN1,9.0,0.48678271539432705
c1n[nH]c2c1CNC2,1.0,0.4065420548076487
c1noc2c1CNC2,1.0,0.3287455213274128
c1[nH]nc2c1CNC2,1.0,0.4269480102966374
C1CNCCN1,8.0,0.04278569440736474
C1CNOCN1,10.0,0.26842550116915576
C1CCNCC1,4.0,0.15489975760002986
C1CCNNC1,4.0,-0.23489352341809222
C1CCOCC1,0.0,0.45370011902063206
C1CNCNC1,8.0,0.14668640676165326
C1CNCOC1,5.0,-0.35612719472948257
C1CCOC1,0.0,0.29842797646835156
C1CCNC1,0.0,-0.14867701384736381
c1cnoc1,0.0,0.26955498100922226
c1ccoc1,0.0,0.4506870057521657
c1cc[nH]c1,0.0,0.45837071345521085
c1ccncc1,0.0,0.4470313817215414
C1CC2(C1)COC2,0.0,0.3820234808046428
C1CC2(C1)CCO2,0.0,0.46320469578315915
C1CC2(C1)CCN2,0.0,-0.034246719229335566
C1CC2(C1)CNN2,4.0,-0.14644238978430024
C1OCC12CO2,5.0,0.3493601889456168
C1NC12COC2,5.0,0.09628668949328828
C1CC12COC2,0.0,0.18315156526031273
C1NCC12CO2,5.0,0.3722606419511137
C1NCC12CN2,10.0,0.41072910084806213
C1CC12CNC2,0.0,0.22305640710476818
C1CC2(C1)CO2,0.0,0.12998026632256837
C1CC2(C1)CN2,0.0,0.18918195475581598
C1CC2(C1)CC2,0.0,0.36875187309589574
