smiles,QeD,logP,TPSA,SMR_VSA3,SlogP_VSA3,MR,NumNatoms,NumOatoms,dipole,3Dscore,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex,PBF
c1ccoc1,0.44603148755014627,1.2795999999999998,13.14,0.0,0.0,18.708,0,0,0.70514,1.0000000277193093,53.585232880929794,54.53498012059598,108.12021000450824,0.4956079245378406,0.5043921031814687,1.260258450680727,0.00941289374074876,0.8685463632617975,0.2500578505547471,3.120800242628129e-08,0.00015301201829794373
c1cc[nH]c1,0.4658690337597367,1.0147,15.79,4.977003270229252,0.0,20.792699999999996,0,0,1.95095,1.0000000029030078,55.431935687848096,56.15052634200229,111.58246170592562,0.49678000324045873,0.503219999662549,1.2896321072619992,0.009078160331551727,0.8678765052589048,0.2500311029880919,7.707822887218953e-09,8.127586469582475e-05
c1ccncc1,0.4531479654842905,1.0816,12.89,4.9839785209472085,0.0,24.236999999999995,0,0,2.39063,1.000000000926847,83.71076184903404,87.00757945673186,170.71834114753614,0.4903442786893679,0.509655722237479,1.4690830874325052,0.006088293918010257,0.8715288224474298,0.2502796981935394,8.176982814049546e-10,2.851866525719638e-05
C1CC2(C1)COC2,0.4418777914092467,1.1869,9.23,0.0,4.736862953800049,27.102999999999987,0,1,2.36683,1.3156479588521752,85.60181117162065,259.8700245596856,262.5868367041818,0.3259942967668852,0.9896536620852902,1.760044530654796,0.011561129940360274,0.9453717356021726,0.33375489075978954,0.7069007056051938,0.7490351676815599
C1CC2(C1)CCO2,0.44382645407726135,1.3294000000000001,9.23,0.0,4.736862953800049,27.150999999999986,0,1,1.93703,1.3415621536426499,86.66284291472354,248.08075861681397,249.51777345733228,0.3473213218999125,0.9942408317427374,1.7252597908462943,0.011472515766890694,0.9377461806660145,0.3080579348562691,0.4565322847388076,0.7293405264202066
C1CC2(C1)CCN2,0.47331799441362143,0.9024000000000001,12.03,5.309813353288376,0.0,29.201699999999988,1,0,1.37743,1.340454718720291,88.99532060978576,250.01167600021137,252.90447478422936,0.35189302477037604,0.9885616939499151,1.7452891651223326,0.011108018794431025,0.9360402230235384,0.30140979498789805,0.531029515110278,0.7303257015572364
C1CC2(C1)CNN2,0.4459639036818548,0.016900000000000026,24.06,10.837632292784859,0.0,27.72039999999999,2,0,1.45599,1.3300768168511161,85.88768081513575,252.170367019637,254.16430355887766,0.33792188601039996,0.992154930840716,1.7369385726676965,0.011551772284738084,0.9411741597362171,0.3191706327024166,0.565025670033728,0.7446633190942461
C1OCC12CO2,0.38020953559336773,-0.21439999999999992,21.759999999999998,0.0,9.473725907600098,19.501999999999995,0,2,2.14025,1.2203835003789847,59.606003158138456,165.25727441832197,184.25624199821624,0.3234951636466975,0.8968883367322872,1.5414652852981416,0.015046946435123094,0.946229823614325,0.32334844024062587,0.36528314679522844,0.5183058566851887
C1NC12COC2,0.3965164513383272,-0.6414000000000002,31.17,5.309813353288376,4.736862953800049,21.552699999999998,1,1,2.31281,1.2338204669498705,61.6415265225165,167.34711674335844,185.59316318682744,0.3321325282896603,0.9016879386602102,1.5606662274379672,0.014627930058332355,0.9432327303756576,0.31267045974400054,0.5042809484885882,0.6568608747227594
C1CC12COC2,0.4214868778456722,0.7968,9.23,0.0,4.736862953800049,22.485999999999994,0,1,2.19883,1.2502595646718295,64.25652744071823,170.7938543490395,188.00126664214258,0.34178773679769675,0.9084718278741327,1.5857591603394021,0.01413820298198141,0.9397771773004004,0.30126447171245674,0.6091305679316529,0.7289769919661256
C1NCC12CO2,0.39554151436899776,-0.6414000000000002,24.56,5.309813353288376,4.736862953800049,21.552699999999998,1,1,0.68603,1.2312418682422106,62.04716908911107,164.88121068177068,184.30853078027417,0.336648384241538,0.8945934840006726,1.554357655629099,0.01441795809758658,0.9416304293020493,0.3063002032906497,0.31742177114686193,0.5044832395793373
C1NCC12CN2,0.36644749262115317,-1.0683999999999998,33.97,10.619626706576751,0.0,23.603399999999997,2,0,2.80086,1.240647131825166,63.88716641608708,166.52272110216208,185.71750307380623,0.344001859591541,0.896645272233625,1.572690846180041,0.014034826124450648,0.9389689667915345,0.29735307859150106,0.44835927840292594,0.6474642445375753
C1CC12CNC2,0.44588648023534794,0.36979999999999996,12.03,5.309813353288376,0.0,24.536699999999993,1,0,1.48063,1.260853594959232,66.68622260921663,169.87824827209332,187.62247403431394,0.35542769037903477,0.9054259045801974,1.5972552074652386,0.013577405784190566,0.9347037803025218,0.2844259381247017,0.5299172999856244,0.7126825297446039
C1CC2(C1)CO2,0.39778850170827784,0.9393,12.53,0.0,4.736862953800049,22.533999999999992,0,1,2.19762,1.2498742041110988,65.6317023653264,165.94976298467253,185.2838186341304,0.3542225265495292,0.8956516775615697,1.5741220322834968,0.01364663181485214,0.9351611634819251,0.28489610987924646,0.4263208609253203,0.5932234400781624
C1CC2(C1)CN2,0.42339986252509787,0.5123,21.94,5.309813353288376,0.0,24.58469999999999,1,0,1.89748,1.2485369568069444,67.19596773220661,168.12159903009646,188.4746506536043,0.35652522765889305,0.8920117291480513,1.5965118709436414,0.013274780604439686,0.9342856961565741,0.2818348634970391,0.45407254266192854,0.661922270041803
C1CC2(C1)CC2,0.4187132662486856,1.9505000000000001,0.0,0.0,0.0,25.517999999999986,0,0,0.17218,1.2792251996514898,70.34030234739116,170.55590060413664,188.31414751457146,0.37352638277986167,0.9056988168716282,1.6163182811649202,0.012875958542211463,0.9276195563739438,0.2635560596707998,0.5544810226771038,0.7624549769357888
